ID,Line
16129,"  And reach into thy heart,--when mine is cold,--"
16130,"A token and a tone, even from thy father's mould."
16131,"To aid thy mind's developement,--to watch"
16132,"  Thy dawn of little joys,--to sit and see"
16133,"  Almost thy very growth,--to view thee catch"
16134,"  Knowledge of objects,--wonders yet to thee!"
16135,"  To hold thee lightly on a gentle knee,"
16136,"  And print on thy soft cheek a parent's kiss,--"
16137,"  This, it should seem, was not reserved for me--"
16138,"  Yet this was in my nature:--as it is,"
16139,"I know not what is there, yet something like to this."
16140,"Yet, though dull Hate as duty should be taught,"
16141,  I know that thou wilt love me: though my name
16142,"  Should be shut from thee, as a spell still fraught"
16143,"  With desolation, and a broken claim:"
16144,"  Though the grave closed between us,--'twere the same,"
16145,  I know that thou wilt love me--though to drain
16146,"  _My_ blood from out thy being were an aim,"
16147,"  And an attainment,--all would be in vain,--"
16148,"Still thou would'st love me, still that more than life retain."
16149,"The child of Love! though born in bitterness,"
16150,  And nurtured in Convulsion! Of thy sire
16151,"  These were the elements,--and thine no less."
16152,"  As yet such are around thee,--but thy fire"
16153,"  Shall be more tempered, and thy hope far higher!"
16154,  Sweet be thy cradled slumbers! O'er the sea
16155,"  And from the mountains where I now respire,"
16156,"  Fain would I waft such blessing upon thee,"
16157,As--with a sigh--I deem thou might'st have been to me!
16158,CANTO THE FOURTH.
16159,"              ""Visto ho Toscana Lombardia Romagna,"
16160,"                 Quel monte che divide, e quel che serra"
16161,"               Italia, e un mare e l'altro che la bagna."""
16162,"                        _Ariosto_, Satira iv. lines 58-60."
16163,"I stood in Venice, on the ""Bridge of Sighs;"""
16164,  A Palace and a prison on each hand:
16165,  I saw from out the wave her structures rise
16166,  As from the stroke of the Enchanter's wand:
16167,  A thousand Years their cloudy wings expand
16168,"  Around me, and a dying Glory smiles"
16169,"  O'er the far times, when many a subject land"
16170,"  Looked to the winged Lion's marble piles,"
16171,"Where Venice sate in state, throned on her hundred isles!"
16172,"She looks a sea Cybele, fresh from Ocean,"
16173,  Rising with her tiara of proud towers
16174,"  At airy distance, with majestic motion,"
16175,  A Ruler of the waters and their powers:
16176,  And such she was;--her daughters had their dowers
16177,"  From spoils of nations, and the exhaustless East"
16178,  Poured in her lap all gems in sparkling showers.
16179,"  In purple was she robed, and of her feast"
16180,"Monarchs partook, and deemed their dignity increased."
16181,"In Venice Tasso's echoes are no more,"
16182,  And silent rows the songless Gondolier;
16183,"  Her palaces are crumbling to the shore,"
16184,  And Music meets not always now the ear:
16185,  Those days are gone--but Beauty still is here.
16186,"  States fall--Arts fade--but Nature doth not die,"
16187,"  Nor yet forget how Venice once was dear,"
16188,"  The pleasant place of all festivity,"
16189,The Revel of the earth--the Masque of Italy!
16190,But unto us she hath a spell beyond
16191,"  Her name in story, and her long array"
16192,"  Of mighty shadows, whose dim forms despond"
16193,  Above the Dogeless city's vanished sway;
16194,  Ours is a trophy which will not decay
16195,"  With the Rialto; Shylock and the Moor,"
16196,"  And Pierre, can not be swept or worn away--"
16197,"  The keystones of the Arch! though all were o'er,"
16198,For us repeopled were the solitary shore.
16199,The Beings of the Mind are not of clay:
16200,"  Essentially immortal, they create"
16201,  And multiply in us a brighter ray
16202,  And more beloved existence: that which Fate
16203,  Prohibits to dull life in this our state
16204,"  Of mortal bondage, by these Spirits supplied,"
16205,"  First exiles, then replaces what we hate;"
16206,"  Watering the heart whose early flowers have died,"
16207,And with a fresher growth replenishing the void.
16208,Such is the refuge of our youth and age--
16209,"  The first from Hope, the last from Vacancy;"
16210,  And this wan feeling peoples many a page--
16211,"  And, may be, that which grows beneath mine eye:"
16212,  Yet there are things whose strong reality
16213,  Outshines our fairy-land; in shape and hues
16214,"  More beautiful than our fantastic sky,"
16215,  And the strange constellations which the Muse
16216,O'er her wild universe is skilful to diffuse:
16217,"I saw or dreamed of such,--but let them go,--"
16218,  They came like Truth--and disappeared like dreams;
16219,  And whatsoe'er they were--are now but so:
16220,  I could replace them if I would; still teems
16221,  My mind with many a form which aptly seems
16222,"  Such as I sought for, and at moments found;"
16223,  Let these too go--for waking Reason deems
16224,"  Such over-weening phantasies unsound,"
16225,"And other voices speak, and other sights surround."
16226,I've taught me other tongues--and in strange eyes
16227,  Have made me not a stranger; to the mind
16228,"  Which is itself, no changes bring surprise;"
16229,"  Nor is it harsh to make, nor hard to find"
16230,"  A country with--aye, or without mankind;"
16231,"  Yet was I born where men are proud to be,--"
16232,  Not without cause; and should I leave behind
16233,"  The inviolate Island of the sage and free,"
16234,"And seek me out a home by a remoter sea,"
16235,Perhaps I loved it well; and should I lay
16236,"  My ashes in a soil which is not mine,"
16237,  My Spirit shall resume it--if we may
16238,  Unbodied choose a sanctuary. I twine
16239,  My hopes of being remembered in my line
16240,  With my land's language: if too fond and far
16241,"  These aspirations in their scope incline,--"
16242,"  If my Fame should be, as my fortunes are,"
16243,"Of hasty growth and blight, and dull Oblivion bar"
16244,My name from out the temple where the dead
16245,  Are honoured by the Nations--let it be--
16246,  And light the Laurels on a loftier head!
16247,  And be the Spartan's epitaph on me--
16248,"  ""Sparta hath many a worthier son than he."""
16249,"  Meantime I seek no sympathies, nor need--"
16250,  The thorns which I have reaped are of the tree
16251,"  I planted,--they have torn me,--and I bleed:"
16252,I should have known what fruit would spring from such a seed.
16253,"The spouseless Adriatic mourns her Lord,"
16254,  And annual marriage now no more renewed--
16255,"  The Bucentaur lies rotting unrestored,"
16256,  Neglected garment of her widowhood!
16257,  St. Mark yet sees his Lion where he stood
16258,"  Stand, but in mockery of his withered power,"
16259,"  Over the proud Place where an Emperor sued,"
16260,  And monarchs gazed and envied in the hour
16261,When Venice was a Queen with an unequalled dower.
16262,"The Suabian sued, and now the Austrian reigns--"
16263,  An Emperor tramples where an Emperor knelt;
16264,"  Kingdoms are shrunk to provinces, and chains"
16265,  Clank over sceptred cities; Nations melt
16266,"  From Power's high pinnacle, when they have felt"
16267,"  The sunshine for a while, and downward go"
16268,  Like Lauwine loosened from the mountain's belt;
16269,  Oh for one hour of blind old Dandolo!
16270,"Th' octogenarian chief, Byzantium's conquering foe."
16271,"Before St. Mark still glow his Steeds of brass,"
16272,  Their gilded collars glittering in the sun;
16273,  But is not Doria's menace come to pass?
16274,"  Are they not bridled?--Venice, lost and won,"
16275,"  Her thirteen hundred years of freedom done,"
16276,"  Sinks, like a sea-weed, unto whence she rose!"
16277,"  Better be whelmed beneath the waves, and shun,"
16278,"  Even in Destruction's depth, her foreign foes,"
16279,From whom Submission wrings an infamous repose.
16280,"In youth She was all glory,--a new Tyre,--"
16281,"  Her very by-word sprung from Victory,"
16282,"  The ""Planter of the Lion,"" which through fire"
16283,  And blood she bore o'er subject Earth and Sea;
16284,"  Though making many slaves, Herself still free,"
16285,  And Europe's bulwark 'gainst the Ottomite;
16286,"  Witness Troy's rival, Candia! Vouch it, ye"
16287,  Immortal waves that saw Lepanto's fight!
16288,For ye are names no Time nor Tyranny can blight.
16289,Statues of glass--all shivered--the long file
16290,  Of her dead Doges are declined to dust;
16291,"  But where they dwelt, the vast and sumptuous pile"
16292,  Bespeaks the pageant of their splendid trust;
16293,"  Their sceptre broken, and their sword in rust,"
16294,"  Have yielded to the stranger: empty halls,"
16295,"  Thin streets, and foreign aspects, such as must"
16296,"  Too oft remind her who and what enthrals,"
16297,Have flung a desolate cloud o'er Venice' lovely walls.
16298,"When Athens' armies fell at Syracuse,"
16299,"  And fettered thousands bore the yoke of war,"
16300,"  Redemption rose up in the Attic Muse,"
16301,  Her voice their only ransom from afar:
16302,"  See! as they chant the tragic hymn, the car"
16303,  Of the o'ermastered Victor stops--the reins
16304,  Fall from his hands--his idle scimitar
16305,"  Starts from its belt--he rends his captive's chains,"
16306,And bids him thank the Bard for Freedom and his strains.
16307,"Thus, Venice! if no stronger claim were thine,"
16308,  Were all thy proud historic deeds forgot--
16309,"  Thy choral memory of the Bard divine,"
